text,label
"@JoshuaSenpai_ HAHAHAHAHA. Ang tatag na trabaho non pre. mas mahirap pa sa dinanas ni pacquiao, pati binay hahaha",0
@giselleallyn teritoryo ni Binay yun G. Haha,0
#1 duterte 
#2 roxas 
Wth . Roxas never been #2 in surveys . Somethings fishy .,1
@mgvtrb traPoe na oPoertunista pa! Bagay na bagay sa ka-tandem nya! @angie521_g @PHVote,1
RT @joshuasanrafael: Bakit dahil kay Binay nakilala kaming mga nognog?,1
"Parang survey lang,pinalamang sa umpisa c Marcos hanggang pingdidikit na sa huli!! MAR ROXAS / LENI ROBREDO CHEATERS!!!",1
Let's give Binay the power to save our country from poverty.

#OnlyBinayUNAsaIlocos,0
"Mar Roxas has a big problem in Iloilo.
In September 2015, a poll survey in the province showed he garnered 66% of... https://t.co/QxzVyxY0CV",0
Binay says he doesn't know where friend Gerry Limlingan and aide Ebeng Baloloy are. #PHvote,0
"Sa dami ng bumabatikos kay VP BINAY, wlang sinuman ang makapag pabagsak sa isang taong tumutulong!
ATRAS NA POE
#OnlyB1NAYangat",0
"Tsk tsk,dati galit na galit si Binay kay GMA kasi pina suspend sya tapos ngayon sila sila magkakampi, PInas nga nman https://t.co/snpvh19ukf",0
6. Only Binay
7. BATB
8. Cara Kendall On PH 2016
9. Monica Sacay
10. Click Play Fest

2015/11/22 01:33 PHT #trndnl https://t.co/dRwxiUtCOV,0
Feeling ko tuloy pag naging presidente si Binay isisisi nya lng sa iba kapag may kapalpakan ang gobyerno nya. Hahaha,0
RT @ohohpamela: Okay nga si Mar nalang kesa si Binay. O ano? #PSYPagyanig,0
"Yabang mo Mar Roxas, panay parinig mo sa mga kalaban... Booooooo!!!??????",1
POEtangina MO MAR ROXAS!!! #AyawSaDILAW,1
Wag niyong eboto si Roxas at Binay! Maawa kayo sa Pilipinas! #DuterteCayetano,1
Binay is such a f??cking joke! As if sigurado na syang mananalo sa election! ?? https://t.co/amfjG9Xjfu,1
"Hindi pa tapos ang #LabanLeni!

Grace, I didn't vote for you, but I'd choose you over Rody any day! #GracePoeHashtag (Sorry, clueless.)",0
Kaya nyang gawin ang magagandang bagay para sa bayan! 

Ang Pagbabalik Binay In Makati 
#OnlyBinayInMakatiSanKaPa,0
Only binay is out of this world. Lol nakakaimbyerna,1
Big joke pa yung sinabi ng Pres na wala raw siyang alam na invited si Binay at di raw siya assoc sa pagpapapunta.,1
"Wag lang si binay at roxas manalo edewup naman sakin, pero deep inside solid MDS #ArribaMDS #SiMiriamAngSagot #MiriamUntilTheEnd",0
Conyo naman this Binay. ?? https://t.co/p4q5dV7vAU,0
"ay ganun ba. sana ang baller na sinuot nalang pala nakalagay ""m4R r0x4zx"" kasi ""mar roxas"" naman sa balota noh.  https://t.co/Ur01hYh9A4",0
"RT @TropangMARangal: Mar Roxas: ""Kinokondena natin ang mga sakim at makasariling taong ito na nambibiktima sa ating mga kababayan."" https:/…",1
"@FloresPilita Pamatong and d other looney's have no chance of getting elected, but Poe could be alternative to Roxas and Binay",0
"Nognog, pandak pero ang dami paring nanakaw. Yan si Binay. :3",1
@xpeanutgalleryx @cebudailynews @VektorSelba UNA identify kay Binay...and BINAY known as... A lot to mention ??,0
"Fak, even using the hashtag #BinayPaRin disgusts me. But still undecided so....",1
"RT @oiragasm: si binay ay nognog, pandak, laki sa hirap pero di tulad ng iba, siya ay nanggaling sa planet yekok",1
Grabe yung ht. hahahahaha binubully na naman nila si binay ?? jk,0
Shet relate ako sa pandak commercial ni binay ??,0
UNA senatorial bet Allan Montaño gamely shakes finger in curtain-raising speech for Binay | via @mbellsonaq https://t.co/2BM5tzgOxr,0
@kxmbng kabisado ampota haha yie stalker si binay,1
"Integrity, experience, putting country above self...definitely that is Mar Roxas. ?????? #RoxasNa #YestoMar https://t.co/C6rVw4ILv5",0
"Grabe propaganda technique ni Binay.. hahaha nognog, pandak..

#plainfolk #ads #propagandatechnique",1
@JayBudoy TANG INA NI MAR ROXAS PUKI NG INA NYA!~,1
I thought matino pa tong si APC. Now Im beginning to think he is behind black props vs Mar. Not excluding Binay yet. https://t.co/vh40H8h9Xj,1
RT @TropangMARangal: No one else but Mar Roxas for our ka-Tropang Paul! MARaming salamat po. #RoxasNa https://t.co/EorNSKWLOO,0
"Still, Miriam Defensor Santiago &gt; Rodrigo Duterte",0
Honasan says he would be be the first to demand accountability if Binay is found liable before the court over corruption #VotePH2016,0
ANO BA TALAGA ANG IPAPANALO ABS-CBN? ANG PAMILYANG PILIPINO BA O SI MAR ROXAS? ??,1
Iniendorso na pala ni Daniel Padilla si Mar Roxas,0
"Three SC Justices, including Nancy Binay, voted for the disqualification of Sen Poe on the ground that a... https://t.co/ywiU8yKfoo",0
The foreign investor community is scared of a binay presidency and predicts that they might stay away if he wins.... https://t.co/H9jGnB4bE8,0
Binay gets American political strategists https://t.co/sgAmcMOUkO,0
Asawa daw ni Jejomar Binay si Nancy? Hahah. Lol.,0
Binay: More poor Filipinos under Aquino administration https://t.co/peKQWGLbWT | via INQUIRER,0
Sen. Enrile on Binay's alleged link with Gerardo Limlingan: Hindi ko nakikita linya ni Binay dun eh.,0
#Binay and #BinayJunior :How do you define CORRUPTION?
https://t.co/pr0255PlN9 https://t.co/k8so9Ui1Yo,1
"Lol diba dapat manalo na lahat wag lang si Binay, Poe at Marcos.

Choosing Binay over Roxas, srsly??????",0
Kung magiging presidente si binay sana unahin nyang ayusin ang UMAK ?? tapos tanggalin nya sana ang mga prof na hindi nagtuturo ??,1
RT @jellyxxford: ang korni talaga ng mga commercial ni binay hahahahah,1
"Juice ko po. Roxas, Manny at Binay kaya pla traffic pa navotas. Halos wala ng bumyaheng Jeep. Gabi pa sila... https://t.co/E1esA18nue",1
"Binay Senate slate:Pacquiao, Napeñas,Alma Moreno,Kiram,Montaño,Langit, Sotto,Lacson, Gordon, Zubiri, Romualdez, Ople https://t.co/9VZMrlkRVN",0
"Duterte to Roxas:

""Mar, habulin mo'ko"" ??????

#Roxasparin #RoxasRobredo 
#RoxasForPresident",0
@ellemagaro malalim b pngsamahan nio ni binay? Bat parang ang affected mo? :)) close b kayo?!,1
"Mercado owned ‘dummy’ firms, alleged Binay bagman claims https://t.co/C7GjhF0w0H | @Team_Inquirer https://t.co/gteXK8CsBk",0
Mar Roxas - PUTANG INA ANO BA TO!!! https://t.co/xHfpdERTfp,1
Mendoza: Hanggang ngayon naman wala pang napapatunayan laban sa kanya (Binay) @iamalexsantos,0
"Honasan kay VP Binay: Para sa akin, unfair kung mag-express ako ng opinyon.",0
"#Newsreport LP standard bearer Mar Roxas, namimili umano ng boto ayon sa kampo ni VP Binay I via Allan Francisco",0
RT @cocoy: The story of what happened between Tacloban Mayor Alfred Romualdez and Mar Roxas. #Yolanda 

(Updated)

https://t.co/ybU4cttLt2,0
Why Duterte? :3  Sana tumakbo kana nalang next election :( Sayang ang boto kung maglalaban kayo ni Miriam :(,0
Ito si Binay
Naligo si Binay

Hindi nag post ng FFTB si Binay.

Hindi papansin si Binay

Tularan si Binay,0
‘What sacks of evidence?’: Trillanes says Binay lying in pol ad https://t.co/P5v8dE7kw0 | via INQUIRER,0
"""At hindi rin naman lahat ng nognog at pandak, mahirap.""
(E.g. IKAW, BINAY. IKAW) https://t.co/ufv6gpXPDX",1
Kaasar puro binay nasa news papansin tsk ??,1
Kung sana ikaw nlang ang pumunta dito sa Bukidnon Grace Poe hindi na sana na delayed kanina ang byahe ng mga commuters sa kawalan ng bus.,0
"RT @PhilippineStar: Roxas, not Binay is leading spender for poll ads, says VP’s camp | https://t.co/TQW8j08zYE https://t.co/65lNyaITQl",0
"Si Binay nasa Buhi, Camarines Sur at sa probinsya ko pa pumunta ka, LETSE! Sa mga probinsya NANLOLOKO ANG LOKO. #NoToBinay2016",1
budol budol gang. hindi aabot ang eleksyon butete na sa laki ng tyan tong si Binay. KainPaMore! https://t.co/tRaKOnEf4x,1
"Binay says Yolanda rehabilitation mismanaged. ""Ipinagmamalaki pa nilang 51% na after 2 years. This is disaster in terms of management""",0
How ironic is it that Binay is campaigning against corruption ?? The only way for that to be successful is for him to withdraw his candidacy.,1
"Binay's team starts their campaign in Nasugbu, Batangas. #BilangPilipino | via @mongualvez  https://t.co/hylxXVGvQB",0
Kahit sino na manalo sa President wag lang po si Mar Roxas ????????,0
Nakakatawang isipin na nagpapakahirap sila para kay Mar Roxas. What the fvck ?? @ Brgy. Sta.Maria… https://t.co/ZojksD9aWv,1
@ANCALERTS this early you can tell who he really is. Just please resign as a member of LP if you're supporting  not named Mar Roxas.,0
BINAY IS NOGNOG @Pakycheda,1
"Headline for the day: ""The EQualizer Post: Grace Poe versus Mar Roxas: Compare and Contrast Their ACHIEVEMENTS""",0
“Time you enjoy wasting is not wasted time.” 
Ang Pagbabalik Binay In Makati 
#OnlyBinayInMakatiSanKaPa,0
M0RE F0LL0WERS
?https://t.co/WnBzWZTbiW

#1Mister5Misis #Duterte2016 BATB Failon Ngayon Only Binay,0
Puro kayo kay sandro sakin na nga e. ???? Andyan pa yung anak ni binay oy. ??,1
[NEWS] Binay hit for blaming shelter woes on Roxas  https://t.co/aQuqhu9Ilu | via Manila Standard,0
#Eleksyon2016 Mar Roxas 'Di Ako Magnanakaw' commercial is so ugly! His face is so near d camera and he is not the handsomest guy in country.,1
"@LuckyBryanM no, binay to. Nognog pandak at laki sa hirap ??",1
"‘GIVE IT UP, MAR, IF YOU CHEAT YOU’LL DESTROY THIS COUNTRY’ - An Open Letter To Mar Roxas https://t.co/74Yl0giPfM",1
"Dahil kay Binay, wala kaming klase ngayon. Salamat Binay.",0
Moot because of his dismissal. CA junks Junjun Binay's petition vs 2nd suspension order via @rapplerdotcom https://t.co/ITosQCNuyB,0
"I find both Binay and Roxas, desperate... ????",1
Fuck marcos &amp; binay,1
RT @MyJapszx: @paulaanica wag mo binabasag yung ad na Oily Binay este Only Binay hahaha!,1
"POE, MAR AND DUTERTE VS BINAY BA ITO?

#PiliPinasDebates2016",0
"@teddyboylocsin I think the safe one is Grace Poe, at least according to the Catholic Church and the no. of mayors she has converted",0
"RT @letzky: I can't stand watching VP Binay's  'Nognog' ad. So contrived! ????.I hope he can keep it simple &amp; lay down his platform,instead. …",1
Only Binay... Only Binay... Tangina naman oh. Hindi ko pa rin yan iboboto kahit LSS ako sa kanta niya.,1
Ang bobo ni Mar Roxas. Pero mas duwag. Takot sa abusadong telcos.,1
@PHVote shame on this. what a disgrace,1
"You find a Binay/Poe/Duterte presidency amusing, acceptable, para lang matalo si Mar? Your trading PH's interest for your entertainment.",1
sawang sawa na ko sa face ni mar roxas grabe dami niyang tvc,1
"*New ad against Duterte*

""They're using kids bla-bla""

Like seriously are you protecting the kids or your candidate's image?

Hypocrites.",1
shet pangalawa pa si roxas HAHAHA too close kay duterte?? wag sanang humabol,1
": Tapos na term ni Binay as President of the Republic of the Philippines, si Raf at Alliah pa rin.",0
"RT @ReclaimEDSA: May memory problems si Grace Poe? Di ba dinaya na nga tatay nya nung 2004, ninakawan pa ang bansa? #PanderPaMore https://t…",1
"Ang nakakatakot eh subrang desperado na ni Mar Roxas, masmalala pa ni Binay.",1
"VP Binay hits Poe, saying he never abandoned his country. What he failed to realize is that plundering the country is an act of abandonment.",1
can't believe roxas and binay have more votes than miriam,1
@iam4federalism @PHVoteRT @PHVote @rapplerdotcom as in NO VOTE NO PAY(Binay)NO VOTE NO 4P's(LP) sanamagan!
#ChangeIsComing #Duterte2016 na!,0
bakit si roxas ayaw pumunta? di lang kasi boo abutin niya! GO VP BINAY! #binayforpresident #NogNogSinunog #onlybinay https://t.co/o2jLkqKNPe,1
Akala ko na nasa 260M+ lang ang pera nila ayon kay Nancy Binay. Hmmm.. Nakalikom agad sila 300M from supporters? https://t.co/iftPHFhKyJ,0
"Please, Binay had shown much corruption. Please slam him! PLEASE!!! #ForTheFutureOfThePhilippines",1
#Binay saddened by #Aquino veto of #SSSPensionHike https://t.co/LdBh0Ux54Q https://t.co/t2rZWScDZR,0
??- Ano
ang iyong ginagawa??
- Natatakot ka ba?
??@angelicaj__- Oo.
??
????@MissUniverse
??SET?DISCOVER????ƒƒ?
#RoxasRobredo
https://t.co/63s1ScuA15,0
walang ngbago ganun ka parin kasipag at kabait sa mga Pilipino.
Ang Pagbabalik Binay In Makati
 #OnlyBinayInMakatiSanKaPa,0
Comparing notes earlier during our breakfast mtg at the BCBP and almost everyone is for Mar Roxas. Wala ng iba. #RoRo2016,0
Tangina talaga nento ni binay bwiset,1
FULL SPEECH: Mar Roxas' speech during his miting de avance via @rapplerdotcom https://t.co/HzPUNcPVJD,0
Di nako natutuwa sa mga patawa palagi tungkol kay Binay. Masyado na silang bully. Tao pa rin naman siya. Masakit... https://t.co/mN7DFh53k3,0
wag mo kami bolahin kasi si VP Binay hinding hindi
#OnlyBinayAgainstRape
Binay ProWomen,1
"Nancy's vote vs Poe was her own, says VP Binay #Halalan2016 https://t.co/uFEEp3xO0Q https://t.co/rzgCuEtdVC | via ANC ALERTS",0
#Duterte2016 vs Only Binay,0
Boto naten binay mangurakot man ay taga batangas pa din ahahah aayusin nyan batangas,0
Isabela governor from powerful political dynasty endorses Mar Roxas: Gov. Faustino Dy III of the powerful Dy p... https://t.co/N2hc8XC1U9,1
"@bilbil Yun nga! Yun talaga sumagi sa utak ko! Si Binay ingat na ingat na tumatawid sa putik over chairs, sya naman naggagaganyan.",1
"Binay: Nognog, pero 'di tulad ng iba ng Dr. Alvin :D",0
I can never trust Binay and Roxas. For a reason that they hold big positions in office but haven't contributed adequately #PiliPinas2016,0
Sobrang kapal ng mukha ni Binay. Putangina,1
SC urged to remove Binay as Boy Scouts president https://t.co/mirsoVYlnF https://t.co/Ll8Es5tdWv,0
"If Marcos wins, historians have fucked us all up big time! #VotePH2016 #RoxasRobredo",1
Alam mo pinagkaiba ni binay kay alma? Si binay nognog si alma moreno! ????,1
"@xpeanutgalleryx Also, few people remember that post-Yolanda housing was Binay's turf - and that he failed miserably in that regard.",0
DepEd NETIZENS PUMALAG - Umani ng batikos ang kampanya ni Mar Roxas ngayon sa Marawi Lanao del… — Salman D. Ali https://t.co/1izqGfKYQu,0
"'Don't cheapen the presidency,' Duterte tells Poe's camp https://t.co/dVzxK7Z6Ji",0
WALAY MARTIAL LAW MAHITABO UNDER DUTERTE. Roxas you are incompetent and weak.,1
"Results: Binay, Poe and Mar &gt; Miriam
Reality: Binay, Poe and Mar &lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt; Miriam 

#Election2016",0
Si VP Binay lang ang tinutukan ang kahirapan kumpara sa ibang puro pangungukakot lang ang iniintindi.

#OnlyBinayUNAsaIlocos,0
wag na wag kang susuko VP Binay ha?
#OnlyBinayPriority4Ps,0
Ah talaga Binay,1
Didn't the Binay campaign team hire Ronaldo Puno? @v_vangogh @profmssyj @Paulelli @mgvtrb @cocoy @raggster https://t.co/MXuKJRXDxH,0
@SenGracePOE don't give up; fight until Mar realize that he need to withdraw because you are better than him. don't waste your fight #OBFPOE,0
@vicegandako para po sa inyo sino ang mas maganda si Sen. Nancy Binay or si Senyora? #AskVice,0
"Wtf, bakit si roxas pumapangalawa kay duterte. Dapat si miriam na lang. -- ayan na, mukang totoo ngang pag kay du30, napupunta kay roxas.",1
The immediate substandard vote for thosr who dont have the balls to vote for Miriam because she's sick is Grace Poe

#MIRIAMforPRESIDENT,0
ginutom mo ang mga tacloban at hindi ibinigay ang dapat sakanila. wala kang kwenta mar roxas   #OnlyBinayUNAsaSeniorCitizen,1
Binay: Don't pre-judge INC leaders https://t.co/qCV2CYwvmR,0
DUTERTE: Let the people decide.
ROXAS: Let the PCOS Machine decide.
#DayaangDILAW ????
#DU31,1
"""@Team_Inquirer: Binay not speaking for gov’t—Palace http://t.co/gftOJjvksU | @TJBurgonio"" bwahahaha!",1
bakit si roxas ayaw pumunta? di lang kasi boo abutin niya! GO VP BINAY! #binayforpresident #NogNogSinunog #onlybinay https://t.co/qqezYNW78z,1
Can't stand Binay's Political Ad Campaign on TV.,0
RT @Politiko_Ph: Romblon Guv Lolong Firmalo scores photo with Mar Roxas
https://t.co/UlyOpMuWZZ
@MARoxas,0
Duterte says his votes to go to Binay https://t.co/rHIsFxi7w5,0
Tuwid na daan? Ganun? Oh. he's endorsing Mar Roxas . Goodluck Deej! https://t.co/lLacOVv3p2,1
Panuorin ang tapatan nina Mike Enriquez at Vice President Jejomar Binay sa #WantedPresident! Ilang sandali na lang!,0
Dont bash DJ for supporting Mar Roxas. Thats his decision so let it be ??
#PSYPagyanig,0
"Knock knock. Who's there? Binay. Binay who?

It's Binay long day without you, my friend. ????",1
Another political advertisement of Binay?! What the !,1
Binay: Patuloy ang kahirapan dahil sa maling pamamahala @manila_bulletin,0
RT @SulongKatribu: Lumad march to Mar Roxas' home and Liberal Party's HQ to protest series of IP killings under 5 yrs of Tuwid na Daan http…,0
“@NoToBinay2016: He can't even lift Makati from poverty in his family's 29 years of rule there. What more the whole Philippines? ??Binay??????????,1
"@FashionPulis wow, supporting Mar Roxas?",1
Bakit ganon? yung boto ni Mar Roxas napaka taas? Nataasan pa si Boss Nognog!,1
"Gising, Pinas! Ikampanya na Natin Ang pinakamahusay na tambalan #RoxasRobredo! Bayan bago Ang sarili!",0
"RT @hallowbae: Is DJ endorsing Mar Roxas sa 2016 election? DJ, noooo. :( #OTWOLLoveShots",0
"VP #Binay not immune from suit, says Cayetano
https://t.co/En5PTg4O7t | @carvajal_nancy #VotePH2016 https://t.co/4k2BUXbRe1",0
Si binay kawawa,0
If binay wins.. I dont want to live in this country anymore.. I give up.. Incurable na kabobohan sa atin.. :( https://t.co/mLHgqDiiQy,1
MAR ROXAS! Taas ka naman pls!,0
WTF! No.2 na si Mar Roxas nangangamoy dayaan!,1
Only binay! Yeaaa!,0
@ayeemacaraig @rapplerdotcom Makati was already successful when I was a kid in the 80's waaay before Binay,0
It's about time. Mar Roxas is my President. #RoxasNa https://t.co/k6KvQ9fJiK,0
Mka highblood ang advertisement ni Mar Roxas ????,1
Uhmm. None. Nothing that breaks my heart on my feed. Except Binay's rating and Duterte's oversized billboard.,1
Mar Roxas the Winter Soldier https://t.co/cAfsf9oPtc,0
Baket sbi ni mar roxas daang matuwid daw?? Baket ang baguio paliko liko hindi matuwid?? ??????,1
May bago nanamang ad si Binay. -_-,1
"Mar Roxas at #2. Madali na lang dayain to. Kahit di ako magaling magprogram, as an IT specialist (tama ba?), we all know it is possible.",0
"MALAYA Headlines [Friday - 02.26.16]:

-Aquino lashes out at Marcos
-Binay, Honasan not invited to EDSA rites... https://t.co/af1fXqrxcR",0
Image from 'Duterte lawyer: Votes went to Roxas in VCM testing' via @rapplerdotcom https://t.co/3QkvC1Yja1
DAYA!!!
#DuterteTillTheEnd,1
@MaPamelaAndrea @kaye_sibss wehhh si binay bala nanay mo hahaha,0
The Good Lord will be with you Mar Roxas! We're putting our faith to God. Kalma lang.,0
True! Kaya  NO TO BINAY! Bwahwahwahwahwahwahwhwhw 

#AyraMarianoForGurna
EncantadiaSaga https://t.co/5kL3rsGur5,0
PH version:

very sad to hear about Binay. nothing happened to him i’m just sad to hear about him https://t.co/T9qQYtqRFY,0
"Binay described Gerry Limlingan as his best friend.Despite their close ties, Binay said he has no idea where he is. https://t.co/TLHcxdPZxH",0
"Mar Roxas: ""walang drama, trabaho lang""

?? sir, you are supremely good in acting!  https://t.co/qUOjlMaN1V",1
Poe advisers say they’re more than a match for Binay’s Puno https://t.co/TzmImkZ1Hq,0
"He is indeed a threat to democracy, a corrupt democracy. Commented on: Duterte a threat to democracy – Grace Poe: https://t.co/qE2TsmZGS5",0
"manalo na lahat wag lang si duterte, roxas, poe at binay. #YouthForMiriam",0
Ayoko pa sabihin sa sarili ko na si mayor duterte na magiging presidente kasi dadayain yan nila roxas saka ni pnoy na mukhang minion??,1
Gwen still supports UNA presidential bet Jejomar Binay despite his fallout with One Cebu. Read here: https://t.co/N8hTRgy1Lz,0
RT @BryandePaz: Senator Binay reiterates call to ban selling firecrackers to minors @UNTVLife @untvradio1350 @SenatorBinay,0
"Kahapon good news para kay Poe, ngayon bad news para kay Binay. Ang saya po",0
"""Yan si Binay."" WTF?????????????????????",1
"Binay to greet Chilean, Mexican presidents for APEC https://t.co/wtuyQiIJku",0
"Hay mga Pilipino, BINAY / ERAP for President? ANO BA NAMAN HUHU",1
"10-23-15
Duterte approves of Miriam’s presidential bid, says he won’t endorse Mar https://t.co/TBPFnNQMON via @kickerdaily",0
[TOP STORIES] Binay’s wish https://t.co/tCVQBGdnzv | via Journal Online,0
Binay camp not aware of AMLC report on alleged infra kickbacks https://t.co/h78h7ISQnA https://t.co/ULjQsjrefn,0
@KYZEEEEEEEE hi binay! Bagay talaga kayo ni pare ??,0
@DaisySuperstar @patsaclag wag ganun gine generalize niyo ako eh hahaha. No to binay af pero sa vp no problem kahit sino #notocorruption,1
Binay Won't Concede To Duterte https://t.co/mH3NsypsgW,0
"Guys if you are a Filipino and concern ka sa bayan mo, please share this! Naka set na kay mar roxas ung voting... https://t.co/Dl50qW6MxS",1
Tanggap ko pa kung si Poe o si Mirriam ang next kay Duterte e. Pero pag si Mar lutong luto na!!,1
"@Kathpowervote Tanong ko sayo, Si mar roxas ka din ba? DESPERADA ka na kasi e. Sorry not sorry.",0
"Binay -,- #ALDUBHALFWayThere",1
Nag tuturo po ang mga teacher ng mga bobo. Aral ka ulit binay. #NogNogHambog,1
"""AKO SI MAR ROXAS. HINDI AKO MA-DRAMA, EPAL LANG AKO."" #ABSCBNLIARS",1
"playing safe ka binay, don't me! #PiliPinasDebates2016",1
Bakit pinakahuli si miriam? Hindi ba dapat sila binay o roxas yung nandun,0
"puro nalang pasaring at parinigan sa tv. parang si binay, kalalaking tao, putak ng putak. kairita",1
"Binay: Kailangan natin ng isang pangulong di nagtatago, gaya ng Mamasapano, di naninisi at di nalilito sa panahon ng krisis #VotePH2016",0
TV: Mar Roxas po
Me: Tanginamo po https://t.co/y184AfZZPa,1
@SJShannen Yan si Binay. este lahat ng mangloloko ??,0
Eat your heart out Mar Roxas.  #AyawSaDILAW   PLAY DIRTY GET KARMA https://t.co/sykqtPeDlj,1
President Aquino is confident with his administration Candidates Mar Roxas and Leni Robredo in the coming... https://t.co/ZiMpGtjhja,0
Si Mar Roxas? Made in China din yan ei. Fake! Hahahaha,1
"Napaka desperado na ng kampo ni Pnoy para sabihin na magsama sama sila Mar, Poe, Binay &amp; Santiago laban kay Duterte. Grabe.",1
"""Hindi sex objects ang mga kababaihan""- Binay https://t.co/wUVXME3Eyu",0
"RT @SIR_EPREYM: Paulit ulit na TV Ad. Puro naman paawa. Yan si Binay. Kada commercial, ipinapalabas. ??",0
"This halloween I want to dressed up as VP BINAY and fucking take all your lunch money, and still smile reluctantly  like nothing happened.",1
"Nognog, pandak, laki sa hirap. Yan si Binay. ??",1
"Hindi si Mar, hindi si Grace, hindi si Binay. Kundi daya. #GreatLeaderDuterte",0
"Mar: Let's unite against Duterte, bae.
Poe: Nope.

#PresidenteSerye",1
"""@ayeemacaraig: Binay in Isabela radio interview:  ‘Yong iba, nangangako pa. Nagawa ko na ho lahat ‘yon.
#PHvote""nakuha mo na lahat?",1
ATE NI PNOY: DI NAMIN SUSUPORTAHAN ANG KANDIDATURA NI VP BINAY @News5AKSYON https://t.co/wjNWwN7lmb (via @News5E) #OnlyInThePhilippines,0
@micojardins @weirdinaaa HAHAHAHAHAHA wag ganyan Binay. Hindi ganyan sa makati,0
I actually like Binay's latest campaign commercial. Very well thought of. Intended for his target voters. ????,0
"IN YOUR FACE, GRACE POE-TANGINA MO! no offense though",1
@keshgomez @teamDU30 oh I'm sorry.. Duterte can't afford me.. even Binay and Mar can't.. I'm doing this VOLUNTARILY.. ??
